Record_ID,Date,Day,Area,Route,Transport_Mode,Hour,Minute,Time_Band,Passenger_Count,Delay_Minutes,Service_Frequency_Per_Hour,Distance_km,Occupancy_Rate,CO2_Reduction_kg,Satisfaction_Score
3084,2025-08-15,Friday,West,R044,Metro,9,0,Morning Peak,1842,3.0,14,9.3,0.88,294.7,92.6
1714,2025-08-15,Friday,West,R016,Bus,9,45,Morning Peak,2448,11.3,6,6.6,0.97,293.8,58.7
3781,2025-08-15,Friday,North,R055,Metro,9,45,Morning Peak,2064,7.9,11,14.3,1.02,330.2,71.3
5068,2025-08-15,Friday,North,R037,Bus,9,45,Morning Peak,649,11.6,2,25.0,0.54,77.9,48.3
3746,2025-08-15,Friday,Central,R007,Bus,10,0,Morning Peak,1038,8.2,14,22.6,0.76,124.6,85.0
2956,2025-08-15,Friday,Central,R031,Bus,10,45,Morning Peak,1242,8.3,13,21.8,0.63,149.0,65.6
1400,2025-08-15,Friday,North,R020,Metro,11,15,Midday,999,3.1,11,4.7,0.74,159.8,82.9
2508,2025-08-15,Friday,North,R074,Metro,11,45,Midday,1060,2.9,14,3.8,0.87,169.6,88.1
1503,2025-08-15,Friday,West,R010,Shared Mobility,12,30,Midday,223,3.2,17,18.2,0.4,11.2,88.1
1494,2025-08-15,Friday,South,R048,Rail,14,30,Midday,1196,4.1,13,18.8,0.69,215.3,82.6
3025,2025-08-15,Friday,East,R067,Rail,14,45,Midday,1467,5.8,14,9.5,0.76,264.1,66.0
1580,2025-08-15,Friday,Central,R011,Cycling,17,0,Evening Peak,509,1.7,18,6.8,0.46,45.8,85.6
543,2025-08-15,Friday,West,R022,Rail,17,15,Evening Peak,1348,5.2,8,10.4,0.69,242.6,84.9
1386,2025-08-15,Friday,North,R001,Shared Mobility,17,45,Evening Peak,353,4.9,12,19.0,0.37,17.7,73.0
2714,2025-08-15,Friday,South,R005,Rail,18,0,Evening Peak,1004,9.7,10,15.4,0.8,180.7,65.4
5220,2025-08-15,Friday,South,R002,Tram,18,30,Evening Peak,1300,4.2,15,22.5,0.68,182.0,70.7
287,2025-08-15,Friday,South,R059,Metro,18,45,Evening Peak,1214,7.8,8,21.7,0.8,194.2,60.1
5330,2025-08-15,Friday,South,R026,Tram,19,15,Evening Peak,541,6.1,6,16.1,0.58,75.7,70.1
125,2025-08-15,Friday,Central,R035,Bus,20,0,Late Evening,440,5.6,13,13.7,0.65,52.8,71.3
903,2025-08-15,Friday,Central,R021,Metro,21,15,Late Evening,902,3.2,12,3.8,0.79,144.3,73.2
3146,2025-08-15,Friday,East,R042,Metro,22,30,Late Evening,1156,4.2,17,7.6,0.92,185.0,86.0
2759,2025-08-16,Saturday,Central,R045,Cycling,8,0,Morning Peak,386,1.3,15,12.1,0.4,34.7,98.0
4151,2025-08-16,Saturday,East,R063,Bus,8,0,Morning Peak,952,9.9,5,13.1,0.65,114.2,65.1
3512,2025-08-16,Saturday,West,R052,Rail,9,0,Morning Peak,1533,8.0,10,19.9,0.74,275.9,68.9
3846,2025-08-16,Saturday,Central,R064,Shared Mobility,9,0,Morning Peak,275,4.6,13,8.9,0.54,13.8,75.6
5626,2025-08-16,Saturday,South,R079,Bus,9,15,Morning Peak,1095,10.7,2,5.9,0.74,131.4,65.4
1100,2025-08-16,Saturday,Central,R020,Rail,11,30,Midday,650,7.1,12,17.7,0.71,117.0,69.5
2557,2025-08-16,Saturday,West,R045,Metro,11,30,Midday,704,0.0,19,11.1,0.75,112.6,88.8
4017,2025-08-16,Saturday,South,R078,Bus,11,30,Midday,641,3.7,13,15.0,0.57,76.9,89.6
1924,2025-08-16,Saturday,North,R042,Metro,15,45,Midday,1318,4.7,13,4.7,0.82,210.9,76.6
701,2025-08-16,Saturday,North,R054,Bus,16,0,Midday,956,9.4,8,26.7,0.75,114.7,75.6
926,2025-08-16,Saturday,Central,R041,Metro,18,30,Evening Peak,955,4.8,10,12.4,0.75,152.8,77.8
2853,2025-08-16,Saturday,Central,R076,Tram,19,15,Evening Peak,425,7.0,12,5.8,0.62,59.5,72.7
5252,2025-08-16,Saturday,North,R023,Bus,20,15,Late Evening,426,5.4,7,8.5,0.55,51.1,76.5
2139,2025-08-16,Saturday,North,R025,Cycling,21,0,Late Evening,148,4.4,14,1.6,0.41,13.3,78.9
3811,2025-08-16,Saturday,North,R077,Bus,21,30,Late Evening,791,7.0,13,24.7,0.69,94.9,66.2
1783,2025-08-16,Saturday,East,R029,Metro,22,45,Late Evening,499,4.5,11,6.8,0.69,79.8,82.9
5151,2025-08-17,Sunday,Central,R076,Tram,7,0,Early Morning,630,7.9,6,16.5,0.6,88.2,66.8
942,2025-08-17,Sunday,East,R038,Cycling,7,45,Early Morning,506,2.1,15,7.5,0.55,45.5,89.7
2270,2025-08-17,Sunday,North,R037,Rail,11,30,Midday,611,9.5,11,15.4,0.72,110.0,80.0
5079,2025-08-17,Sunday,North,R061,Tram,11,30,Midday,357,1.9,15,4.1,0.62,50.0,85.7
668,2025-08-17,Sunday,East,R029,Cycling,13,30,Midday,375,2.1,18,26.7,0.37,33.8,83.2
439,2025-08-17,Sunday,Central,R024,Bus,13,45,Midday,766,3.3,17,2.4,0.65,91.9,91.2
1967,2025-08-17,Sunday,South,R016,Shared Mobility,14,0,Midday,284,0.5,12,22.3,0.43,14.2,89.8
3751,2025-08-17,Sunday,West,R047,Tram,14,30,Midday,635,2.8,17,16.4,0.62,88.9,79.5
2472,2025-08-17,Sunday,South,R002,Bus,15,15,Midday,539,7.3,12,19.1,0.58,64.7,72.0
1261,2025-08-17,Sunday,East,R027,Metro,15,30,Midday,1102,4.2,14,27.5,0.76,176.3,72.8
783,2025-08-17,Sunday,Central,R047,Bus,19,0,Evening Peak,452,9.2,11,16.2,0.68,54.2,58.4
1419,2025-08-17,Sunday,North,R063,Rail,19,0,Evening Peak,564,0.3,23,13.2,0.68,101.5,85.7
5505,2025-08-17,Sunday,West,R072,Bus,19,30,Evening Peak,657,5.3,16,7.6,0.64,78.8,74.9
1038,2025-08-17,Sunday,North,R051,Cycling,21,30,Late Evening,206,4.0,16,22.0,0.44,18.5,67.1
962,2025-08-17,Sunday,Central,R047,Bus,21,45,Late Evening,366,4.2,17,9.8,0.61,43.9,68.9
2734,2025-08-17,Sunday,West,R034,Bus,21,45,Late Evening,581,7.3,10,23.8,0.65,69.7,74.1
2668,2025-08-17,Sunday,Central,R004,Bus,22,15,Late Evening,423,9.5,10,18.5,0.69,50.8,59.6
4334,2025-08-18,Monday,East,R073,Tram,6,45,Early Morning,279,7.3,9,5.4,0.47,39.1,65.1
2287,2025-08-18,Monday,North,R040,Tram,8,45,Morning Peak,1080,4.6,8,14.1,0.6,151.2,79.0
312,2025-08-18,Monday,South,R065,Bus,10,15,Morning Peak,674,7.7,9,21.6,0.71,80.9,65.0
2479,2025-08-18,Monday,Central,R032,Metro,10,30,Morning Peak,3230,0.0,17,24.2,1.15,516.8,95.4
4462,2025-08-18,Monday,North,R078,Tram,10,30,Morning Peak,626,4.1,15,16.0,0.6,87.6,78.3
4927,2025-08-18,Monday,Central,R027,Bus,10,45,Morning Peak,1049,6.3,7,22.9,0.76,125.9,80.2
4811,2025-08-18,Monday,South,R025,Bus,13,45,Midday,820,5.9,14,14.5,0.64,98.4,74.4
5485,2025-08-18,Monday,South,R001,Tram,14,15,Midday,604,6.0,15,27.1,0.65,84.6,70.7
605,2025-08-18,Monday,East,R050,Tram,15,0,Midday,561,6.1,12,18.7,0.57,78.5,70.0
2717,2025-08-18,Monday,South,R021,Bus,18,30,Evening Peak,1154,9.6,10,15.6,0.7,138.5,63.8
5946,2025-08-18,Monday,South,R015,Rail,22,0,Late Evening,632,8.1,15,19.7,0.46,113.8,82.2
3814,2025-08-18,Monday,Central,R073,Bus,22,45,Late Evening,614,7.0,7,15.6,0.75,73.7,66.6
108,2025-08-19,Tuesday,North,R076,Bus,7,0,Early Morning,1231,10.1,9,20.6,0.76,147.7,82.0
2817,2025-08-19,Tuesday,North,R065,Cycling,9,15,Morning Peak,779,6.1,13,23.7,0.49,70.1,79.2
141,2025-08-19,Tuesday,West,R013,Rail,9,45,Morning Peak,1458,9.5,6,15.1,0.68,262.4,69.6
2461,2025-08-19,Tuesday,South,R008,Cycling,10,15,Morning Peak,470,0.0,17,27.4,0.5,42.3,90.6
3633,2025-08-19,Tuesday,East,R014,Bus,11,45,Midday,1368,7.2,7,9.1,0.77,164.2,64.0
4968,2025-08-19,Tuesday,Central,R056,Metro,11,45,Midday,1226,6.2,14,10.5,0.88,196.2,75.2
911,2025-08-19,Tuesday,South,R052,Rail,12,45,Midday,1341,8.2,16,27.0,0.76,241.4,60.6
1957,2025-08-19,Tuesday,Central,R048,Metro,13,0,Midday,958,4.6,9,8.8,0.7,153.3,87.8
2340,2025-08-19,Tuesday,South,R012,Metro,13,0,Midday,1241,3.6,20,2.0,0.82,198.6,79.6
5655,2025-08-19,Tuesday,North,R066,Bus,14,0,Midday,833,5.0,16,13.0,0.73,100.0,78.0
173,2025-08-19,Tuesday,East,R046,Bus,18,15,Evening Peak,1171,12.7,4,19.9,0.64,140.5,69.1
5825,2025-08-19,Tuesday,North,R076,Metro,18,30,Evening Peak,1491,5.1,15,17.0,0.85,238.6,78.2
1082,2025-08-19,Tuesday,South,R061,Tram,19,30,Evening Peak,687,5.6,13,11.5,0.63,96.2,61.4
2686,2025-08-19,Tuesday,East,R073,Cycling,20,15,Late Evening,739,1.4,20,21.0,0.56,66.5,73.2
1960,2025-08-19,Tuesday,North,R026,Rail,21,15,Late Evening,469,6.5,9,9.5,0.72,84.4,72.4
146,2025-08-19,Tuesday,East,R069,Rail,21,45,Late Evening,874,6.7,14,25.9,0.7,157.3,74.0
4807,2025-08-20,Wednesday,East,R038,Bus,6,0,Early Morning,662,9.6,10,3.8,0.61,79.4,64.5
2065,2025-08-20,Wednesday,Central,R028,Metro,7,45,Early Morning,2008,1.7,16,7.0,0.93,321.3,85.6
5950,2025-08-20,Wednesday,South,R008,Metro,10,15,Morning Peak,1025,2.8,14,16.3,0.82,164.0,73.9
2269,2025-08-20,Wednesday,Central,R033,Bus,10,30,Morning Peak,637,9.1,9,7.5,0.6,76.4,50.8
3584,2025-08-20,Wednesday,Central,R050,Tram,12,30,Midday,413,5.3,10,11.3,0.68,57.8,88.2
2507,2025-08-20,Wednesday,North,R010,Metro,12,45,Midday,1405,3.3,16,19.9,0.77,224.8,80.1
5202,2025-08-20,Wednesday,North,R072,Metro,13,15,Midday,1468,1.6,17,11.9,0.86,234.9,83.0
2528,2025-08-20,Wednesday,North,R030,Cycling,14,15,Midday,431,1.8,22,4.7,0.39,38.8,85.2
1385,2025-08-20,Wednesday,Central,R034,Shared Mobility,18,15,Evening Peak,584,6.0,8,7.8,0.34,29.2,73.2
3195,2025-08-20,Wednesday,Central,R045,Bus,19,15,Evening Peak,670,2.8,17,16.3,0.7,80.4,85.1
2555,2025-08-20,Wednesday,West,R029,Metro,22,45,Late Evening,1049,4.0,20,21.0,0.81,167.8,74.0
2939,2025-08-20,Wednesday,East,R036,Bus,22,45,Late Evening,585,7.3,14,15.0,0.62,70.2,74.0
4657,2025-08-20,Wednesday,East,R036,Shared Mobility,22,45,Late Evening,131,0.9,24,17.5,0.2,6.6,81.5
1675,2025-08-21,Thursday,North,R035,Metro,6,45,Early Morning,1251,4.1,18,2.9,0.83,200.2,69.3
5534,2025-08-21,Thursday,East,R054,Metro,7,15,Early Morning,1864,4.7,16,19.8,0.92,298.2,85.6
2623,2025-08-21,Thursday,East,R042,Metro,8,15,Morning Peak,2249,5.6,15,12.3,0.89,359.8,68.0
271,2025-08-21,Thursday,South,R068,Bus,8,30,Morning Peak,881,8.0,11,25.0,0.65,105.7,67.5
3879,2025-08-21,Thursday,Central,R048,Metro,8,45,Morning Peak,1928,8.1,4,22.8,0.91,308.5,78.7
4647,2025-08-21,Thursday,South,R061,Tram,9,0,Morning Peak,1596,7.5,11,14.1,0.75,223.4,76.3
194,2025-08-21,Thursday,North,R038,Bus,9,15,Morning Peak,1391,12.3,11,12.5,0.69,166.9,54.3
570,2025-08-21,Thursday,West,R070,Rail,9,45,Morning Peak,1057,4.4,19,23.9,0.76,190.3,95.8
3255,2025-08-21,Thursday,South,R005,Metro,10,30,Morning Peak,1191,4.6,15,11.2,0.71,190.6,71.7
1686,2025-08-21,Thursday,Central,R013,Bus,11,15,Midday,573,5.8,17,21.7,0.69,68.8,71.7
4352,2025-08-21,Thursday,South,R046,Metro,13,15,Midday,1161,5.0,11,20.0,0.93,185.8,71.7
1827,2025-08-21,Thursday,Central,R038,Rail,14,30,Midday,589,7.8,10,26.2,0.63,106.0,68.7
674,2025-08-21,Thursday,North,R041,Rail,15,0,Midday,1093,5.9,15,16.1,0.74,196.7,75.0
5219,2025-08-21,Thursday,East,R079,Bus,15,15,Midday,785,3.2,22,3.3,0.6,94.2,82.6
3830,2025-08-21,Thursday,Central,R027,Bus,16,45,Midday,1167,3.8,12,9.3,0.79,140.0,73.5
2509,2025-08-21,Thursday,Central,R020,Bus,17,45,Evening Peak,1615,8.6,15,13.9,0.8,193.8,74.7
179,2025-08-21,Thursday,Central,R077,Bus,21,30,Late Evening,828,8.3,7,17.7,0.65,99.4,74.2
851,2025-08-21,Thursday,South,R012,Metro,22,0,Late Evening,1281,3.4,17,18.9,0.78,205.0,89.1
922,2025-08-21,Thursday,South,R031,Bus,22,15,Late Evening,533,5.9,6,3.9,0.57,64.0,75.5
337,2025-08-21,Thursday,Central,R016,Tram,22,30,Late Evening,373,0.0,15,4.3,0.53,52.2,93.0
3637,2025-08-21,Thursday,North,R022,Shared Mobility,23,15,Late Evening,228,1.2,20,14.0,0.29,11.4,76.9
2044,2025-08-22,Friday,South,R075,Bus,7,15,Early Morning,1297,7.5,13,10.2,0.78,155.6,70.7
4576,2025-08-22,Friday,South,R036,Bus,9,0,Morning Peak,899,11.1,12,19.3,0.7,107.9,51.8
1294,2025-08-22,Friday,East,R077,Shared Mobility,9,30,Morning Peak,447,7.2,9,21.1,0.34,22.4,74.2
2692,2025-08-22,Friday,Central,R080,Cycling,12,45,Midday,389,2.7,13,18.8,0.59,35.0,74.6
4684,2025-08-22,Friday,East,R080,Rail,17,15,Evening Peak,1186,9.5,12,4.5,0.69,213.5,58.1
4958,2025-08-22,Friday,Central,R073,Bus,18,45,Evening Peak,1345,7.2,15,20.9,0.72,161.4,70.2
188,2025-08-22,Friday,West,R013,Bus,19,45,Evening Peak,403,5.6,10,13.3,0.73,48.4,68.1
3411,2025-08-22,Friday,West,R024,Bus,20,30,Late Evening,364,6.8,15,11.6,0.58,43.7,73.1
3617,2025-08-22,Friday,West,R008,Metro,21,15,Late Evening,908,8.2,11,19.2,0.79,145.3,55.8
4512,2025-08-22,Friday,West,R069,Metro,23,0,Late Evening,2016,0.3,19,19.1,0.91,322.6,87.1
5983,2025-08-23,Saturday,East,R011,Bus,6,30,Early Morning,477,5.3,14,22.4,0.56,57.2,72.8
4945,2025-08-23,Saturday,Central,R058,Metro,7,30,Early Morning,1433,9.2,10,8.6,0.81,229.3,70.2
3935,2025-08-23,Saturday,Central,R068,Bus,8,30,Morning Peak,667,7.3,11,5.8,0.69,80.0,81.5
3780,2025-08-23,Saturday,South,R041,Bus,10,15,Morning Peak,493,8.8,13,8.7,0.53,59.2,70.3
597,2025-08-23,Saturday,East,R079,Metro,10,45,Morning Peak,819,1.8,19,22.3,0.74,131.0,84.2
4702,2025-08-23,Saturday,North,R066,Tram,11,45,Midday,523,2.4,18,26.3,0.64,73.2,80.1
4570,2025-08-23,Saturday,West,R019,Metro,13,45,Midday,775,2.5,16,25.9,0.8,124.0,81.9
3721,2025-08-23,Saturday,North,R003,Metro,14,45,Midday,821,0.3,21,17.3,0.76,131.4,80.7
1328,2025-08-23,Saturday,West,R001,Rail,17,45,Evening Peak,1122,6.2,7,21.7,0.77,202.0,70.0
2639,2025-08-23,Saturday,North,R051,Metro,19,0,Evening Peak,758,1.3,18,13.6,0.83,121.3,88.0
820,2025-08-23,Saturday,Central,R075,Rail,20,0,Late Evening,823,7.1,8,9.0,0.74,148.1,82.9
3339,2025-08-23,Saturday,Central,R007,Rail,21,30,Late Evening,450,3.4,10,10.8,0.63,81.0,91.4
4844,2025-08-23,Saturday,East,R073,Bus,21,30,Late Evening,288,3.7,13,5.1,0.72,34.6,74.7
1653,2025-08-23,Saturday,West,R062,Cycling,22,15,Late Evening,304,4.5,14,20.1,0.41,27.4,75.7
1512,2025-08-24,Sunday,West,R053,Bus,10,0,Morning Peak,744,3.1,17,18.4,0.64,89.3,91.1
28,2025-08-24,Sunday,West,R049,Bus,10,30,Morning Peak,627,4.2,14,17.6,0.64,75.2,76.1
931,2025-08-24,Sunday,West,R078,Bus,10,45,Morning Peak,749,6.3,11,15.2,0.7,89.9,77.5
1739,2025-08-24,Sunday,Central,R025,Bus,12,15,Midday,943,2.6,17,10.7,0.71,113.2,79.6
3506,2025-08-24,Sunday,West,R077,Metro,12,15,Midday,887,0.3,20,15.6,0.73,141.9,93.7
1024,2025-08-24,Sunday,South,R057,Metro,12,30,Midday,861,3.0,18,3.3,0.71,137.8,81.9
4995,2025-08-24,Sunday,West,R062,Rail,12,45,Midday,387,3.3,18,9.4,0.67,69.7,74.9
1509,2025-08-24,Sunday,West,R072,Bus,13,0,Midday,1021,4.5,15,21.8,0.66,122.5,78.3
1781,2025-08-24,Sunday,South,R080,Bus,13,15,Midday,668,7.6,10,6.3,0.63,80.2,82.7
3747,2025-08-24,Sunday,West,R049,Rail,17,15,Evening Peak,919,11.3,4,6.2,0.73,165.4,63.4
775,2025-08-24,Sunday,Central,R003,Tram,20,0,Late Evening,426,3.4,15,23.9,0.63,59.6,85.4
2633,2025-08-24,Sunday,East,R038,Rail,21,45,Late Evening,576,6.9,12,2.7,0.66,103.7,71.8
3763,2025-08-25,Monday,South,R071,Metro,5,0,Early Morning,700,6.4,15,22.9,0.69,112.0,73.1
5195,2025-08-25,Monday,West,R004,Bus,9,15,Morning Peak,736,8.4,10,17.0,0.63,88.3,66.7
1361,2025-08-25,Monday,East,R058,Bus,9,30,Morning Peak,1062,9.7,10,24.8,0.77,127.4,80.7
4521,2025-08-25,Monday,West,R017,Rail,9,30,Morning Peak,1462,3.6,14,14.8,0.78,263.2,65.7
5273,2025-08-25,Monday,South,R044,Bus,9,45,Morning Peak,1210,9.7,12,11.2,0.71,145.2,67.9
4063,2025-08-25,Monday,North,R044,Metro,10,0,Morning Peak,1017,6.1,11,4.8,0.75,162.7,60.0
1051,2025-08-25,Monday,East,R051,Metro,10,30,Morning Peak,1260,3.6,13,16.2,0.81,201.6,85.1
5753,2025-08-25,Monday,North,R026,Metro,11,15,Midday,1486,0.0,17,24.5,0.84,237.8,81.3
2325,2025-08-25,Monday,Central,R030,Metro,12,0,Midday,1302,0.8,13,9.3,0.86,208.3,69.6
1322,2025-08-25,Monday,Central,R069,Bus,12,15,Midday,1268,5.3,11,9.9,0.73,152.2,80.6
5099,2025-08-25,Monday,South,R072,Rail,12,45,Midday,702,9.8,14,13.6,0.68,126.4,69.0
84,2025-08-25,Monday,East,R063,Bus,13,15,Midday,1537,2.6,18,8.8,0.79,184.4,84.3
4380,2025-08-25,Monday,East,R078,Bus,15,45,Midday,817,6.9,10,19.1,0.67,98.0,76.0
5345,2025-08-25,Monday,South,R057,Bus,16,0,Midday,1024,13.5,3,12.0,0.68,122.9,61.3
2350,2025-08-25,Monday,Central,R031,Bus,16,30,Midday,1391,12.3,2,2.4,0.69,166.9,65.6
1935,2025-08-25,Monday,West,R033,Tram,18,30,Evening Peak,1436,7.9,11,22.0,0.72,201.0,72.3
1628,2025-08-25,Monday,South,R052,Cycling,19,15,Evening Peak,395,6.0,18,23.2,0.41,35.6,77.3
455,2025-08-25,Monday,Central,R040,Tram,19,45,Evening Peak,477,8.9,13,3.1,0.56,66.8,70.1
5466,2025-08-25,Monday,North,R028,Bus,20,15,Late Evening,329,8.8,7,20.3,0.57,39.5,63.3
5547,2025-08-25,Monday,West,R022,Bus,20,15,Late Evening,1074,4.8,18,13.0,0.69,128.9,81.0
5350,2025-08-25,Monday,West,R058,Rail,20,30,Late Evening,733,6.3,9,18.5,0.68,131.9,63.7
4749,2025-08-25,Monday,West,R016,Bus,21,30,Late Evening,681,6.5,7,14.2,0.63,81.7,70.6
147,2025-08-25,Monday,South,R059,Bus,22,15,Late Evening,910,9.9,9,14.7,0.73,109.2,72.0
3234,2025-08-25,Monday,West,R034,Bus,22,15,Late Evening,590,7.0,6,26.5,0.56,70.8,84.1
4440,2025-08-26,Tuesday,Central,R035,Metro,7,0,Early Morning,1630,7.9,13,21.0,0.79,260.8,75.4
2630,2025-08-26,Tuesday,Central,R011,Tram,9,15,Morning Peak,1510,4.4,13,2.6,0.68,211.4,90.1
898,2025-08-26,Tuesday,Central,R045,Bus,9,45,Morning Peak,916,7.8,6,8.4,0.71,109.9,56.8
2974,2025-08-26,Tuesday,Central,R002,Cycling,11,45,Midday,343,2.2,13,16.6,0.47,30.9,88.1
1880,2025-08-26,Tuesday,Central,R006,Metro,12,15,Midday,1154,3.4,15,27.4,0.85,184.6,83.4
5029,2025-08-26,Tuesday,West,R011,Tram,15,0,Midday,695,0.6,18,2.9,0.6,97.3,83.2
2405,2025-08-26,Tuesday,West,R019,Bus,16,45,Midday,827,7.8,18,9.1,0.65,99.2,74.2
5163,2025-08-26,Tuesday,South,R016,Bus,17,45,Evening Peak,1155,6.2,13,5.8,0.72,138.6,70.2
473,2025-08-26,Tuesday,Central,R054,Rail,18,0,Evening Peak,1893,7.5,10,11.9,0.78,340.7,69.0
5259,2025-08-26,Tuesday,North,R060,Bus,18,15,Evening Peak,907,10.6,9,18.8,0.67,108.8,64.0
309,2025-08-26,Tuesday,North,R004,Bus,22,0,Late Evening,474,5.6,20,27.5,0.59,56.9,75.8
5997,2025-08-26,Tuesday,North,R055,Cycling,22,0,Late Evening,261,2.2,16,9.7,0.56,23.5,79.8
4666,2025-08-27,Wednesday,Central,R033,Bus,5,45,Early Morning,677,3.9,14,17.0,0.64,81.2,78.6
2370,2025-08-27,Wednesday,North,R068,Metro,7,15,Early Morning,2026,4.7,14,15.7,0.96,324.2,71.1
5456,2025-08-27,Wednesday,Central,R034,Bus,9,45,Morning Peak,756,8.6,8,3.8,0.71,90.7,70.3
4948,2025-08-27,Wednesday,Central,R060,Cycling,10,0,Morning Peak,627,0.4,18,9.4,0.44,56.4,82.3
1398,2025-08-27,Wednesday,South,R071,Metro,10,45,Morning Peak,705,1.9,18,10.5,0.68,112.8,92.4
5407,2025-08-27,Wednesday,Central,R009,Metro,11,30,Midday,1157,6.1,11,5.6,0.68,185.1,75.3
865,2025-08-27,Wednesday,West,R035,Metro,12,0,Midday,1504,4.7,13,21.9,0.8,240.6,70.4
900,2025-08-27,Wednesday,Central,R071,Tram,12,15,Midday,679,6.2,13,8.0,0.56,95.1,70.7
1260,2025-08-27,Wednesday,North,R048,Bus,12,30,Midday,1082,3.0,7,13.3,0.63,129.8,77.7
2166,2025-08-27,Wednesday,South,R041,Rail,12,30,Midday,584,6.8,11,13.1,0.7,105.1,83.4
4768,2025-08-27,Wednesday,South,R056,Bus,12,30,Midday,606,9.6,8,10.3,0.62,72.7,58.9
4959,2025-08-27,Wednesday,North,R076,Rail,12,30,Midday,784,7.7,14,3.4,0.58,141.1,78.1
727,2025-08-27,Wednesday,Central,R074,Cycling,12,45,Midday,313,1.8,14,26.6,0.52,28.2,78.3
3306,2025-08-27,Wednesday,West,R037,Bus,12,45,Midday,1457,8.6,13,7.7,0.77,174.8,78.7
5437,2025-08-27,Wednesday,Central,R060,Metro,13,0,Midday,1539,3.0,15,24.0,0.81,246.2,87.8
5659,2025-08-27,Wednesday,South,R053,Cycling,13,15,Midday,301,0.0,15,2.7,0.41,27.1,92.8
1513,2025-08-27,Wednesday,Central,R078,Bus,14,0,Midday,760,5.0,15,25.5,0.63,91.2,65.2
4550,2025-08-27,Wednesday,East,R053,Tram,14,30,Midday,839,2.5,18,23.0,0.6,117.5,79.2
4138,2025-08-27,Wednesday,West,R055,Bus,16,15,Midday,1483,8.1,10,3.5,0.75,178.0,71.3
5584,2025-08-27,Wednesday,North,R036,Tram,17,45,Evening Peak,747,8.7,7,22.0,0.61,104.6,67.0
600,2025-08-27,Wednesday,North,R002,Rail,19,0,Evening Peak,560,3.1,12,4.7,0.65,100.8,80.0
448,2025-08-27,Wednesday,East,R011,Cycling,21,0,Late Evening,220,0.0,18,14.4,0.47,19.8,98.0
3525,2025-08-27,Wednesday,North,R075,Bus,22,0,Late Evening,517,3.3,13,15.0,0.75,62.0,76.1
4601,2025-08-27,Wednesday,North,R020,Bus,22,45,Late Evening,524,10.1,2,4.7,0.51,62.9,67.7
3939,2025-08-28,Thursday,South,R033,Metro,8,0,Morning Peak,1777,5.6,14,23.4,0.77,284.3,69.6
2778,2025-08-28,Thursday,East,R028,Bus,9,0,Morning Peak,1361,9.8,9,26.9,0.76,163.3,67.6
5356,2025-08-28,Thursday,South,R059,Tram,10,15,Morning Peak,474,1.2,19,10.7,0.54,66.4,83.3
1944,2025-08-28,Thursday,West,R049,Bus,10,30,Morning Peak,810,6.3,13,9.4,0.69,97.2,93.8
5935,2025-08-28,Thursday,West,R042,Metro,11,45,Midday,1198,0.3,20,19.4,0.82,191.7,89.5
4240,2025-08-28,Thursday,East,R048,Cycling,12,30,Midday,433,2.4,17,1.9,0.44,39.0,97.4
707,2025-08-28,Thursday,West,R008,Metro,16,45,Midday,1934,4.0,17,8.9,1.01,309.4,85.6
3284,2025-08-28,Thursday,East,R065,Rail,19,30,Evening Peak,726,1.6,17,16.0,0.71,130.7,86.5
5927,2025-08-28,Thursday,Central,R032,Bus,20,15,Late Evening,829,7.6,8,23.0,0.7,99.5,75.4
822,2025-08-28,Thursday,South,R010,Metro,20,45,Late Evening,974,1.6,15,19.9,0.71,155.8,90.7
232,2025-08-28,Thursday,East,R015,Rail,22,0,Late Evening,696,3.7,16,18.1,0.72,125.3,77.1
5576,2025-08-29,Friday,South,R077,Bus,5,15,Early Morning,509,6.2,12,3.9,0.59,61.1,66.4
2256,2025-08-29,Friday,East,R067,Tram,7,15,Early Morning,612,8.2,12,4.6,0.64,85.7,67.8
3230,2025-08-29,Friday,West,R068,Cycling,9,30,Morning Peak,722,3.9,15,5.3,0.6,65.0,73.6
1559,2025-08-29,Friday,South,R041,Bus,9,45,Morning Peak,952,8.6,9,27.5,0.63,114.2,75.4
4179,2025-08-29,Friday,North,R002,Tram,10,15,Morning Peak,738,5.4,16,27.2,0.68,103.3,88.6
4158,2025-08-29,Friday,East,R011,Bus,11,0,Midday,1139,7.7,18,16.1,0.6,136.7,70.1
2188,2025-08-29,Friday,Central,R070,Metro,14,0,Midday,667,3.9,19,14.4,0.83,106.7,78.2
5413,2025-08-29,Friday,East,R063,Tram,16,30,Midday,977,5.1,13,4.6,0.57,136.8,80.5
4028,2025-08-29,Friday,West,R024,Tram,19,0,Evening Peak,428,1.3,17,10.3,0.55,59.9,90.0
1571,2025-08-29,Friday,East,R050,Bus,19,45,Evening Peak,856,6.7,13,13.5,0.62,102.7,72.2
142,2025-08-29,Friday,South,R063,Tram,20,15,Late Evening,338,4.4,20,5.0,0.59,47.3,73.8
3680,2025-08-29,Friday,East,R033,Bus,20,45,Late Evening,588,8.5,6,22.8,0.63,70.6,69.0
3907,2025-08-29,Friday,Central,R034,Rail,21,15,Late Evening,586,5.9,14,24.1,0.65,105.5,68.6
4623,2025-08-29,Friday,Central,R031,Cycling,21,15,Late Evening,551,2.2,14,26.2,0.4,49.6,86.4
4905,2025-08-30,Saturday,South,R022,Metro,8,30,Morning Peak,1446,8.9,7,24.9,0.78,231.4,76.1
